Flight No.,,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,,Version Booster,Booster landing,Date,Time
F9 B5B1058.3,,F9 B5,F9 B5,F9 B5,F9 B5,NASA,F9 B5,,F9 B5B1060.2,F9 B5,F9 B5B1051.6,F9 B5
F9 B5B1051.6,,F9 B5 ♺,F9 B5 ♺,F9 B5,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5B1058.3,F9 B5 ♺,F9 B5,F9 B5
F9 B5,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,NASA,F9 B5 ♺,,F9 B5B1051.6,F9 B5 ♺,F9 B5,F9 B5
F9 B5,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,Sirius XM,F9 B5 ♺,,F9 B5,F9 B5 ♺,F9 B5,F9 B5
F9 B5,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,NRO,F9 B5 ♺,,F9 B5,F9 B5 ♺,F9 B5,F9 B5 ♺
F9 B5,,F9 B5,F9 B5,F9 B5 ♺,F9 B5,Türksat,F9 B5,,F9 B5,F9 B5,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5B1051.8,F9 B5B1051.8,F9 B5,F9 B5B1051.8,SpaceX,F9 B5B1051.8,,F9 B5,F9 B5B1051.8,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5B1058.5,F9 B5B1058.5,F9 B5B1051.8,F9 B5B1058.5,"Various
",F9 B5B1058.5,,F9 B5 ♺,F9 B5B1058.5,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5B1058.5,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5
F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5,F9 B5B1051.8
F9 B5,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5B1051.8,F9 B5B1058.5
F9 B5B1051.8,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5,F9 B5 ♺,F9 B5B1058.5,F9 B5 ♺
F9 B5B1058.5,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5B1051.8,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5B1060.6,F9 B5B1060.6,F9 B5 ♺,F9 B5B1060.6,SpaceX,F9 B5B1060.6,,F9 B5B1058.5,F9 B5B1060.6,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5B1060.6,F9 B5 ♺,SpaceX,F9 B5 ♺,,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5B1061.2,F9 B5B1061.2,F9 B5 ♺,F9 B5B1061.2,NASA,F9 B5B1061.2,,F9 B5 ♺,F9 B5B1061.2,F9 B5 ♺,F9 B5 ♺
F9 B5 ♺,,F9 B5B1060.7,F9 B5B1060.7,F9 B5B1061.2,F9 B5B1060.7,SpaceX,F9 B5B1060.7,,F9 B5 ♺,F9 B5B1060.7,F9 B5 ♺,F9 B5B1060.6
F9 B5 ♺,,F9 B5B1049.9,F9 B5B1049.9,F9 B5B1060.7,F9 B5B1049.9,SpaceX,F9 B5B1049.9,,F9 B5 ♺,F9 B5B1049.9,F9 B5B1060.6,F9 B5 ♺
F9 B5B1060.6,,F9 B5B1051.10,F9 B5B1051.10,F9 B5B1049.9,F9 B5B1051.10,SpaceX,F9 B5B1051.10,,F9 B5 ♺,F9 B5B1051.10,F9 B5 ♺,F9 B5B1061.2
F9 B5 ♺,,F9 B5B1058.8,F9 B5B1058.8,F9 B5B1051.10,F9 B5B1058.8,SpaceX,F9 B5B1058.8,,F9 B5B1060.6,F9 B5B1058.8,F9 B5B1061.2,F9 B5B1060.7
F9 B5B1061.2,,F9 B5B1063.2,F9 B5B1063.2,F9 B5B1058.8,F9 B5B1063.2,SpaceX,F9 B5B1063.2,,F9 B5 ♺,F9 B5B1063.2,F9 B5B1060.7,F9 B5B1049.9
F9 B5B1060.7,,F9 B5B1067.1,F9 B5B1067.1,F9 B5B1063.2,F9 B5B1067.1,NASA,F9 B5B1067.1,,F9 B5B1061.2,F9 B5B1067.1,F9 B5B1049.9,F9 B5B1051.10
F9 B5B1049.9,,F9 B5,F9 B5,F9 B5B1067.1,F9 B5,Sirius XM,F9 B5,,F9 B5B1060.7,F9 B5,F9 B5B1051.10,F9 B5B1058.8
F9 B5B1051.10,,CCSFS,SXM-8,F9 B5,GTO,SpaceX,"Success
",,F9 B5B1049.9,Success,F9 B5B1058.8,F9 B5B1063.2
F9 B5B1058.8,,CCAFS,Dragon Spacecraft Qualification Unit,"7,000 kg",LEO,NASA,"Success
",,F9 B5B1051.10,Failure,F9 B5B1063.2,F9 B5B1067.1
F9 B5B1063.2,,CCAFS,Dragon,0,LEO,NASA,Success,,F9 B5B1058.8,Failure,F9 B5B1067.1,04:26
F9 B5B1067.1,,CCAFS,Dragon,0,LEO,NASA,Success,,F9 B5B1063.2,"No attempt
",6 June 2021,18:45
F9 B5,,CCAFS,SpaceX CRS-1,525 kg,LEO,NASA,"Success
",,F9 B5B1067.1,No attempt,4 June 2010,15:43
F9 v1.0B0003.1,,CCAFS,SpaceX CRS-2,"4,700 kg",LEO,MDA,"Success
",,F9 B5,"No attempt
",8 December 2010,07:44
F9 v1.0B0004.1,,VAFB,CASSIOPE,"4,877 kg",Polar orbit,SES,Success,,F9 v1.1,Uncontrolled,22 May 2012,00:35
F9 v1.0B0005.1,,CCAFS,SES-8,500 kg,GTO,Thaicom,Success,,F9 v1.1,No attempt,8 October 2012,15:10
F9 v1.0B0006.1,,CCAFS,Thaicom 6,"3,170 kg",GTO,NASA,Success,,F9 v1.1,No attempt,1 March 2013,16:00
F9 v1.0B0007.1,,Cape Canaveral,SpaceX CRS-3,"3,325 kg",LEO,Orbcomm,"Success
",,F9 v1.1,Controlled,29 September 2013,22:41
F9 v1.1B1003,,Cape Canaveral,Orbcomm-OG2,"2,296 kg",LEO,AsiaSat,Success,,F9 v1.1,Controlled,3 December 2013,22:06
F9 v1.1,,Cape Canaveral,AsiaSat 8,"1,316 kg",GTO,AsiaSat,Success,,F9 v1.1,No attempt,6 January 2014,19:25
F9 v1.1,,Cape Canaveral,AsiaSat 6,"4,535 kg",GTO,NASA,Success,,F9 v1.1,"No attempt
",18 April 2014,15:15
F9 v1.1,,Cape Canaveral,SpaceX CRS-4,"4,428 kg",LEO,NASA,Success,,F9 v1.1,Uncontrolled,14 July 2014,08:00
F9 v1.1,,Cape Canaveral,SpaceX CRS-5,"2,216 kg",LEO,USAF,Success,,F9 v1.1,Failure ,5 August 2014,05:00
F9 v1.1,,Cape Canaveral,DSCOVR,"2,395 kg",HEO,ABS,"Success
",,F9 v1.1,Controlled,7 September 2014,05:52
F9 v1.1,,Cape Canaveral,ABS-3A,570 kg,GTO,NASA,"Success
",,F9 v1.0B0003.1,No attempt,21 September 2014,09:47
F9 v1.1,,Cape Canaveral,SpaceX CRS-6,"4,159 kg",LEO,,"Success
",,F9 v1.0B0004.1,Failure,10 January 2015,23:03
F9 v1.1,,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"1,898 kg",GTO,NASA,"Success
",,F9 v1.0B0005.1,No attempt,11 February 2015,03:50
F9 v1.1,,Cape Canaveral,SpaceX CRS-7,"4,707 kg",LEO,Orbcomm,Failure,,F9 v1.0B0006.1,Precluded,2 March 2015,20:10
F9 v1.1,,Cape Canaveral,Orbcomm-OG2,"1,952 kg",LEO,NASA,"Success
",,F9 v1.0B0007.1,Success,14 April 2015,23:03
F9 v1.1,,VAFB,Jason-3,"2,034 kg",LEO,SES,"Success
",,F9 v1.1B1003,Failure,27 April 2015,14:21
F9 v1.1,,Cape Canaveral,SES-9,553 kg,GTO,NASA,"Success
",,F9 v1.1,Failure,28 June 2015,01:29
F9 v1.1,,Cape Canaveral,SpaceX CRS-8,"5,271 kg",LEO,SKY Perfect JSAT Group,Success,,F9 v1.1,Success,22 December 2015,18:42
F9 FT,,Cape Canaveral,JCSAT-14,"3,136 kg",GTO,Thaicom,"Success
",,F9 v1.1,Success,17 January 2016,23:35
F9 v1.1,,Cape Canaveral,Thaicom 8,"4,696 kg",GTO,ABS,"Success
",,F9 v1.1,Success,4 March 2016,20:43
F9 FT,,Cape Canaveral,ABS-2A,"3,100 kg",GTO,NASA,"Success
",,F9 v1.1,Failure,8 April 2016,05:21
F9 FT,,Cape Canaveral,SpaceX CRS-9,"3,600 kg",LEO,SKY Perfect JSAT Group,"Success
",,F9 v1.1,Success,6 May 2016,21:39
F9 FT,,Cape Canaveral,JCSAT-16,"2,257 kg",GTO,Iridium Communications,"Success
",,F9 v1.1,Success,27 May 2016,14:29
F9 FT,,VAFB,Iridium NEXT,"4,600 kg",Polar,NASA,"Success
",,F9 v1.1,Success,15 June 2016,04:45
F9 FT,,KSC,SpaceX CRS-10,"9,600 kg",LEO,EchoStar,"Success
",,F9 v1.1,Success,18 July 2016,05:26
F9 FT,,KSC,EchoStar 23,"2,490 kg",GTO,SES,"Success
",,F9 v1.1,No attempt,14 August 2016,17:54
F9 FT,,KSC,SES-10,"5,600 kg",GTO,NRO,Success,,F9 v1.1,Success,14 January 2017,14:39
F9 FT,,KSC,NROL-76,"5,300 kg",LEO,Inmarsat,"Success
",,F9 v1.1,Success,19 February 2017,06:00
F9 FT,,KSC,Inmarsat-5 F4,C,GTO,NASA,"Success
",,F9 v1.1,No attempt,16 March 2017,22:27
F9 FT,,KSC,SpaceX CRS-11,"6,070 kg",LEO,Bulsatcom,"Success
",,F9 FT,Success,30 March 2017,11:15
F9 FT♺,,KSC,BulgariaSat-1,"2,708 kg",GTO,Iridium Communications,"Success
",,F9 v1.1,Success,1 May 2017,23:21
F9 FT,,VAFB,Iridium NEXT,"3,669 kg",LEO,Intelsat,"Success
",,F9 FT,Success,15 May 2017,21:07
F9 FT,,KSC,Intelsat 35e,"9,600 kg",GTO,NASA,"Success
",,F9 FT,No attempt,3 June 2017,19:10
F9 FT,,KSC,SpaceX CRS-12,"6,761 kg",LEO,NSPO,"Success
",,F9 FT,Success,23 June 2017,20:25
F9 FTB1029.2,,VAFB,Formosat-5,"3,310 kg",SSO,USAF,"Success
",,F9 FT,Success,25 June 2017,23:38
F9 FT,,KSC,Boeing X-37B,475 kg,LEO,Iridium Communications,"Success
",,F9 FT,Success,5 July 2017,16:31
F9 FT,,VAFB,Iridium NEXT,"4,990 kg",Polar,SES S.A.,"Success
",,F9 FT,Success,14 August 2017,18:51
F9 B4,,KSC,SES-11,"9,600 kg",GTO,KT Corporation,"Success
",,F9 FT,Success,24 August 2017,14:00
F9 FT,,KSC,Koreasat 5A,"5,200 kg",GTO,NASA,"Success
",,F9 FT,Success,7 September 2017,12:37
F9 B4,,Cape Canaveral,SpaceX CRS-13,"3,500 kg",LEO,Iridium Communications,"Success
",,F9 FT,Success,9 October 2017,22:53:00
F9 B4,,VAFB,Iridium NEXT,"2,205 kg",Polar,Northrop Grumman,Success,,F9 FT,Controlled,11 October 2017,19:34
F9 FTB1031.2,,CCAFS,Zuma,"9,600 kg",LEO,SES,Success,,F9 FT♺,Success,30 October 2017,15:36
F9 B4,,CCAFS,GovSat-1,C,GTO,Hisdesat,Success,,F9 FT,Controlled,15 December 2017,01:27
F9 FTB1035.2,,VAFB,Paz,"4,230 kg",SSO,Hispasat,Success,,F9 FT,No attempt,23 December 2017,01:00
F9 FTB1036.2,,CCAFS,Hispasat 30W-6,"2,150 kg",GTO,Iridium Communications,Success,,F9 FT,No attempt,8 January 2018,21:25
F9 B4,,VAFB,Iridium NEXT,"6,092 kg",Polar,NASA,Success,,F9 FTB1029.2,No attempt,31 January 2018,14:17
F9 FTB1032.2,,CCAFS,SpaceX CRS-14,"9,600 kg",LEO,NASA,Success,,F9 FT,No attempt,22 February 2018,05:33
F9 FTB1038.2,,CCAFS,Transiting Exoplanet Survey Satellite,"2,647 kg",HEO,Thales-Alenia,Success,,F9 FT,Success,6 March 2018,14:14
F9 B4,,KSC,Bangabandhu-1,362 kg,GTO,Iridium Communications,Success,,F9 B4,Success,30 March 2018,20:30
F9 B4B1041.2,,VAFB,Iridium NEXT,"3,600 kg",Polar,SES,Success,,F9 FT,No attempt,2 April 2018,22:51
F9 B4B1039.2,,CCAFS,SES-12,"6,460 kg",GTO,NASA,Success,,F9 B4,No attempt,18 April 2018,20:14
F9 B4,,CCAFS,SpaceX CRS-15,"5,384 kg",LEO,Telesat,Success,,F9 B4,No attempt,11 May 2018,19:47
F9 B5B1046.1,,CCAFS,Telstar 19V,"2,697 kg",GTO,Iridium Communications,Success,,F9 FTB1031.2,Success,22 May 2018,04:45
F9 B4B1043.2,,VAFB,Iridium NEXT,"7,075 kg",Polar,Telkom Indonesia,Success,,F9 B4,Success,4 June 2018,09:42
F9 B4B1040.2,,CCAFS,Merah Putih,"9,600 kg",GTO,Telesat,Success,,F9 FTB1035.2,Success,29 June 2018,05:50
F9 B4B1045.2,,CCAFS,Telstar 18V,"5,800 kg",GTO,CONAE,Success,,F9 FTB1036.2,Success,22 July 2018,11:39
F9 B5,,VAFB,SAOCOM 1A,"7,060 kg",SSO,Es'hailSat,Success,,F9 B4,Success,25 July 2018,05:18
F9 B5B1048,,KSC,Es'hail 2,"3,000 kg",GTO,Spaceflight Industries,Success,,F9 FTB1032.2,Success,7 August 2018,04:45
F9 B5B1046.2,,VAFB,SSO-A,"5,300 kg",SSO,NASA,Success,,F9 FTB1038.2,Success,10 September 2018,02:22
F9 B5,,CCAFS,SpaceX CRS-16,"~4,000 kg",LEO,USAF,"Success
",,F9 B4,Failure,8 October 2018,20:46
F9 B5B1048.2,,CCAFS,GPS III,"2,500 kg",MEO,Iridium Communications,Success,,F9 B4B1041.2,No attempt,15 November 2018,18:34:05
F9 B5B1047.2,,VAFB,Iridium NEXT,"4,400 kg",Polar,PSN,"Success
",,F9 B4B1039.2,Success,3 December 2018,18:16
F9 B5B1046.3,,CCAFS,Nusantara Satu,"9,600 kg",GTO,NASA,"Success
",,F9 B4,Success,5 December 2018,13:51
F9 B5,,KSC,Crew Dragon Demo-1,"4,850 kg",LEO,NASA,"Success
",,F9 B5B1046.1,Success,23 December 2018,15:31
F9 B5,,CCAFS,SpaceX CRS-17,"12,055 kg",LEO,SpaceX,"Success
",,F9 B4B1043.2,Success,11 January 2019,01:45
F9 B5B1049.2,,CCAFS,Starlink,"2,495 kg",LEO,Canadian Space Agency,"Success
",,F9 B4B1040.2,Success,22 February 2019,07:49
F9 B5B1048.3,,VAFB,RADARSAT Constellation,"13,620 kg",SSO,NASA,"Success
",,F9 B4B1045.2,Success,2 March 2019,06:48
F9 B5[268],,CCAFS,SpaceX CRS-18,"4,200 kg",LEO,Spacecom,"Success
",,F9 B5,Success,4 May 2019,02:30
F9 B5,,CCAFS,AMOS-17,"2,268 kg",GTO,SpaceX,"Success
",,F9 B5B1048,No attempt,24 May 2019,14:17
F9 B5B1049.3,,CCAFS,Starlink,"6,500 kg",LEO,NASA,"Success
",,F9 B5B1046.2,Success,12 June 2019,22:01
F9 B5B1051.2,,CCAFS,SpaceX CRS-19,"15,600 kg",LEO,Sky Perfect JSAT,"Success
",,F9 B5,Success,25 July 2019,23:23
F9 B5B1056.2,,CCAFS,JCSat-18,"2,617 kg",GTO,SpaceX,"Success
",,F9 B5B1048.2,Success,6 August 2019,14:56
F9 B5B1047.3,,CCAFS,Starlink,"6,956 kg",LEO,NASA,"Success
",,F9 B5B1047.2,Success,11 November 2019,17:29
F9 B5,,KSC,Crew Dragon in-flight abort test,"15,600 kg",Sub-orbital,SpaceX,"Success
",,F9 B5B1046.3,"No attempt
",5 December 2019,00:10
F9 B5,,CCAFS,Starlink,"12,050 kg",LEO,SpaceX,"Success
",,F9 B5,Success,17 December 2019,02:19:21
F9 B5B1056.3,,CCAFS,Starlink,"15,600 kg",LEO,NASA,"Success
",,F9 B5,Failure,7 January 2020,15:30
F9 B5,,CCAFS,SpaceX CRS-20,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1049.2,Success,19 January 2020,14:07
F9 B5,,KSC,Starlink,"1,977 kg",LEO,SpaceX,"Success
",,F9 B5B1048.3,Failure,29 January 2020,15:05
F9 B5,,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,F9 B5[268],Success,17 February 2020,04:50
F9 B5,,KSC,Crew Dragon Demo-2,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,7 March 2020,12:16
F9 B5,,CCAFS,Starlink,"12,530 kg",LEO,SpaceX,"Success
",,F9 B5B1049.3,Success,18 March 2020,19:30
F9 B5,,CCAFS,Starlink,"15,600 kg",LEO,U.S. Space Force,"Success
",,F9 B5B1051.2,Success,22 April 2020,19:22
F9 B5,,CCAFS,GPS III,"15,410 kg",MEO,Republic of Korea Army,"Success
",,F9 B5B1056.2,Success,30 May 2020,01:25
F9 B5,,CCAFS,ANASIS-II,"4,311 kg",GTO,SpaceX,"Success
",,F9 B5B1047.3,Success,4 June 2020,09:21
F9 B5,,KSC,Starlink,"5,000–6,000 kg",LEO,SpaceX,"Success
",,F9 B5,Success,13 June 2020,20:10:46
F9 B5,,CCAFS,Starlink,"14,932 kg",LEO,CONAE,"Success
",,F9 B5,Success,30 June 2020,21:30
F9 B5,,CCAFS,SAOCOM 1B,"~15,440 kg",SSO,SpaceX,"Success
",,F9 B5B1056.3,Success,20 July 2020,05:12
F9 B5B1058.2,,KSC,Starlink,"3,130 kg",LEO,SpaceX,"Success
",,F9 B5,Success,7 August 2020,14:31
F9 B5,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,18 August 2020,23:18
F9 B5B1049.6,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,30 August 2020,12:46:14
F9 B5,,CCAFS,Starlink,"15,600 kg",LEO,USSF,"Success
",,F9 B5,Success,3 September 2020,11:29:34
F9 B5B1060.2,,CCAFS,GPS III,"15,600 kg",MEO,NASA,"Success
",,F9 B5,Success,6 October 2020,12:25:57
F9 B5B1058.3,,KSC,Crew-1,"4,311 kg",LEO,NASA,"Success
",,F9 B5,Success,18 October 2020,15:31:34
F9 B5B1051.6,,VAFB,Sentinel-6 Michael Freilich (Jason-CS A),"~12,500 kg",LEO,SpaceX,"Success
",,F9 B5,Success,24 October 2020,23:24:23
F9 B5,,CCAFS,Starlink,"1,192 kg",LEO,NASA,"Success
",,F9 B5,Success,5 November 2020,00:27
F9 B5,,KSC,SpaceX CRS-21,"15,600 kg",LEO,Sirius XM,"Success
",,F9 B5,Success,16 November 2020,17:17:08
F9 B5,,CCSFS,SXM-7,"2,972 kg",GTO,NRO,"Success
",,F9 B5,Success,21 November 2020,02:13
F9 B5,,KSC,NROL-108,"7,000 kg",LEO,Türksat,"Success
",,F9 B5,Success,25 November 2020,16:17:08
F9 B5 ♺,,CCSFS,Türksat 5A,C,GTO,SpaceX,"Success
",,F9 B5B1058.2,Success,6 December 2020,17:30:00
F9 B5 ♺,,KSC,Starlink,"3,500 kg",LEO,SpaceX,"Success
",,F9 B5,Success,13 December 2020,14:00:00
F9 B5 ♺,,CCSFS,Transporter-1,"15,600 kg",SSO,SpaceX,"Success
",,F9 B5B1049.6,Success,19 December 2020,02:15
F9 B5 ♺,,CCSFS,Starlink,"~5,000 kg",LEO,SpaceX,"Success
",,F9 B5,Success,8 January 2021,13:02
F9 B5,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1060.2,Failure,20 January 2021,15:00
F9 B5B1051.8,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1058.3,Success,24 January 2021,06:19
F9 B5B1058.5,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1051.6,Success,4 February 2021,03:59:37
F9 B5 ♺,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,16 February 2021,08:24
F9 B5 ♺,,CCSFS,Starlink,"15,600 kg",LEO,NASA,"Success
",,F9 B5,Success,4 March 2021,08:13:29
F9 B5 ♺,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,11 March 2021,10:01
F9 B5 ♺,,KSC,Crew-2,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5,Success,14 March 2021,08:28
F9 B5 ♺,,CCSFS,Starlink,"~13,000 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,24 March 2021,16:34
F9 B5B1060.6,,KSC,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,7 April 2021,9:49
F9 B5 ♺,,CCSFS,Starlink,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5 ♺,Success,23 April 2021,03:44
F9 B5B1061.2,,KSC,Starlink,"15,600 kg",LEO,NASA,"Success
",,F9 B5 ♺,Success,29 April 2021,19:01
F9 B5B1060.7,,CCSFS,Starlink,"~14,000 kg",LEO,Sirius XM,"Success
",,F9 B5,Success,4 May 2021,06:42
F9 B5B1049.9,,KSC,SpaceX CRS-22,"15,600 kg",LEO,SpaceX,"Success
",,F9 B5B1051.8,Success,9 May 2021,22:56
F9 B5B1051.10,,CCSFS,SXM-8,"3,328 kg",GTO,NASA,"Success
",,F9 B5B1058.5,Success,15 May 2021,18:59
F9 B5B1058.8,,CCAFS,Dragon Spacecraft Qualification Unit,"7,000 kg",LEO,NASA,"Success
",,F9 B5 ♺,Failure,26 May 2021,17:29
F9 B5B1063.2,,CCAFS,Dragon,0,LEO,NASA,Success,,F9 B5 ♺,Failure,3 June 2021,18:45
F9 B5B1067.1,,CCAFS,Dragon,0,LEO,NASA,Success,,F9 B5 ♺,"No attempt
",4 June 2010,15:43
1,,CCAFS,SpaceX CRS-1,525 kg,LEO,MDA,"Success
",,F9 B5 ♺,No attempt,8 December 2010,07:44
2,,CCAFS,SpaceX CRS-2,"4,700 kg",LEO,SES,"Success
",,F9 B5 ♺,"No attempt
",22 May 2012,00:35
3,,VAFB,CASSIOPE,"4,877 kg",Polar orbit,Thaicom,Success,,F9 B5B1060.6,Uncontrolled,8 October 2012,15:10
4,,CCAFS,SES-8,500 kg,GTO,NASA,Success,,F9 B5 ♺,No attempt,1 March 2013,16:00
5,,CCAFS,Thaicom 6,"3,170 kg",GTO,Orbcomm,Success,,F9 B5B1061.2,No attempt,29 September 2013,22:41
6,,Cape Canaveral,SpaceX CRS-3,"3,325 kg",LEO,AsiaSat,"Success
",,F9 B5B1060.7,Controlled,3 December 2013,22:06
7,,Cape Canaveral,Orbcomm-OG2,"2,296 kg",LEO,AsiaSat,Success,,F9 B5B1049.9,Controlled,6 January 2014,19:25
8,,Cape Canaveral,AsiaSat 8,"1,316 kg",GTO,NASA,Success,,F9 B5B1051.10,No attempt,18 April 2014,15:15
9,,Cape Canaveral,AsiaSat 6,"4,535 kg",GTO,NASA,Success,,F9 B5B1058.8,"No attempt
",14 July 2014,08:00
10,,Cape Canaveral,SpaceX CRS-4,"4,428 kg",LEO,USAF,Success,,F9 B5B1063.2,Uncontrolled,5 August 2014,05:00
11,,Cape Canaveral,SpaceX CRS-5,"2,216 kg",LEO,ABS,Success,,F9 B5B1067.1,Failure ,7 September 2014,05:52
12,,Cape Canaveral,DSCOVR,"2,395 kg",HEO,NASA,"Success
",,F9 B5,Controlled,21 September 2014,09:47
13,,Cape Canaveral,ABS-3A,570 kg,GTO,,"Success
",,F9 v1.0B0003.1,No attempt,10 January 2015,23:03
14,,Cape Canaveral,SpaceX CRS-6,"4,159 kg",LEO,NASA,"Success
",,F9 v1.0B0004.1,Failure,11 February 2015,03:50
15,,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"1,898 kg",GTO,Orbcomm,"Success
",,F9 v1.0B0005.1,No attempt,2 March 2015,20:10
16,,Cape Canaveral,SpaceX CRS-7,"4,707 kg",LEO,NASA,Failure,,F9 v1.0B0006.1,Precluded,14 April 2015,23:03
17,,Cape Canaveral,Orbcomm-OG2,"1,952 kg",LEO,SES,"Success
",,F9 v1.0B0007.1,Success,27 April 2015,14:21
18,,VAFB,Jason-3,"2,034 kg",LEO,NASA,"Success
",,F9 v1.1B1003,Failure,28 June 2015,01:29
19,,Cape Canaveral,SES-9,553 kg,GTO,SKY Perfect JSAT Group,"Success
",,F9 v1.1,Failure,22 December 2015,18:42
20,,Cape Canaveral,SpaceX CRS-8,"5,271 kg",LEO,Thaicom,Success,,F9 v1.1,Success,17 January 2016,23:35
21,,Cape Canaveral,JCSAT-14,"3,136 kg",GTO,ABS,"Success
",,F9 v1.1,Success,4 March 2016,20:43
22,,Cape Canaveral,Thaicom 8,"4,696 kg",GTO,NASA,"Success
",,F9 v1.1,Success,8 April 2016,05:21
23,,Cape Canaveral,ABS-2A,"3,100 kg",GTO,SKY Perfect JSAT Group,"Success
",,F9 v1.1,Failure,6 May 2016,21:39
24,,Cape Canaveral,SpaceX CRS-9,"3,600 kg",LEO,Iridium Communications,"Success
",,F9 v1.1,Success,27 May 2016,14:29
25,,Cape Canaveral,JCSAT-16,"2,257 kg",GTO,NASA,"Success
",,F9 v1.1,Success,15 June 2016,04:45
26,,VAFB,Iridium NEXT,"4,600 kg",Polar,EchoStar,"Success
",,F9 v1.1,Success,18 July 2016,05:26
27,,KSC,SpaceX CRS-10,"9,600 kg",LEO,SES,"Success
",,F9 v1.1,Success,14 August 2016,17:54
28,,KSC,EchoStar 23,"2,490 kg",GTO,NRO,"Success
",,F9 v1.1,No attempt,14 January 2017,14:39
29,,KSC,SES-10,"5,600 kg",GTO,Inmarsat,Success,,F9 v1.1,Success,19 February 2017,06:00
30,,KSC,NROL-76,"5,300 kg",LEO,NASA,"Success
",,F9 v1.1,Success,16 March 2017,22:27
31,,KSC,Inmarsat-5 F4,C,GTO,Bulsatcom,"Success
",,F9 v1.1,No attempt,30 March 2017,11:15
32,,KSC,SpaceX CRS-11,"6,070 kg",LEO,Iridium Communications,"Success
",,F9 FT,Success,1 May 2017,23:21
33,,KSC,BulgariaSat-1,"2,708 kg",GTO,Intelsat,"Success
",,F9 v1.1,Success,15 May 2017,21:07
34,,VAFB,Iridium NEXT,"3,669 kg",LEO,NASA,"Success
",,F9 FT,Success,3 June 2017,19:10
35,,KSC,Intelsat 35e,"9,600 kg",GTO,NSPO,"Success
",,F9 FT,No attempt,23 June 2017,20:25
36,,KSC,SpaceX CRS-12,"6,761 kg",LEO,USAF,"Success
",,F9 FT,Success,25 June 2017,23:38
37,,VAFB,Formosat-5,"3,310 kg",SSO,Iridium Communications,"Success
",,F9 FT,Success,5 July 2017,16:31
38,,KSC,Boeing X-37B,475 kg,LEO,SES S.A.,"Success
",,F9 FT,Success,14 August 2017,18:51
39,,VAFB,Iridium NEXT,"4,990 kg",Polar,KT Corporation,"Success
",,F9 FT,Success,24 August 2017,14:00
40,,KSC,SES-11,"9,600 kg",GTO,NASA,"Success
",,F9 FT,Success,7 September 2017,12:37
41,,KSC,Koreasat 5A,"5,200 kg",GTO,Iridium Communications,"Success
",,F9 FT,Success,9 October 2017,22:53:00
42,,Cape Canaveral,SpaceX CRS-13,"3,500 kg",LEO,Northrop Grumman,"Success
",,F9 FT,Success,11 October 2017,19:34
